Sample,var001,var002,var003,var004,var005,var006,var007,var008,var009,var010,var011,var012,var013,var014,var015,var016,var017,var018,var019,var020,var021,var022,var023,var024,var025,var026,var027,var028,var029,var030,var031,var032,var033,var034,var035,var036,var037,var038,var039,var040,var041,var042,var043,var044,var045,var046,var047,var048,var049,var050,var051,var052,var053,var054,var055,var056,var057,var058,var059,var060,var061,var062,var063,var064,var065,var066,var067,var068,var069,var070,var071,var072,var073,var074,var075,var076,var077,var078,var079,var080,var081,var082,var083,var084,var085,var086,var087,var088,var089,var090,var091,var092,var093,var094,var095,var096,var097,var098,var099,var100,var101,var102,var103,var104,var105,var106,var107,var108,var109,var110,var111,var112,var113,var114,var115,var116,var117,var118,var119,var120,var121,var122,var123,var124,var125,var126,var127,var128,var129,var130,var131,var132,var133,var134,var135,var136,var137,var138,var139,var140,var141,var142,var143,var144,var145,var146,var147,var148,var149,var150,var151,var152,var153,var154,var155,var156,var157,var158,var159,var160,var161,var162,var163,var164,var165,var166,var167,var168,var169,var170,var171,var172,var173,var174,var175,var176,var177,var178,var179,var180,var181,var182,var183,var184,var185,var186,var187,var188,var189,var190,var191
s11,0.977148849,0.436095806,0.795163775,0.741413377,0.578766365,0.639758242,-0.705483831,-0.347177541,-0.444566585,-0.325743175,-0.400777787,-0.225528966,-1.115999887,0.12637606,-0.940175391,-2.732384255,-2.111632287,0.442280191,-2.130878099,-2.386887019,-1.437967915,-0.534369679,-2.245803947,-0.817424241,-1.803366219,-1.706165552,1.343796033,1.521560531,0.19167797,0.295528325,-0.356646252,-0.258101883,-0.281612453,-0.020997082,-0.477560005,0.338482366,0.204720549,0.307624696,-0.638798475,-0.30154565,-0.14729329,-0.122770265,-0.112341206,125997.037,33430.50431,26055.87539,707334.3555,1587253.452,37879.73923,1493.281276,65215.71786,542771.3678,144721.9049,1623333.476,19117.7562,67396.83715,1123485.615,200271.6135,1511382.579,7008.012007,13002.52885,434631.1575,196911.0898,59700.09992,0.058675643,30.88419015,0.5011253,16.85152445,2.295005836,3.968885584,0.13916782,0.126518662,0.12996597,0.042596414,0.242626455,6.172124083,0.031158739,0.006136208,0.108762564,0.029440009,6.895083646,0.012013868,0.051005383,3.505073281,4.856308291,44.6983704,4.680844522,39.578354,16.28523112,109.7124116,1.247002152,377.1580404,79.96310341,335.0933689,4.864917495,171.648355,27.91636774,117.3919237,27.22566444,0.457932496,81.17063427,16.33401272,1.478884722,31.2772705,0.159728549,0.31956298,0.032806059,0.3248152,0.16652467,1.151937633,0.666039585,0.081676574,0.038385773,0.063553583,0.196545797,0.021257578,0.145131663,2.60265098,0.058468804,0.806571554,28.44032284,1.495923692,194.5884196,1419.678459,0.406326841,6.305527695,12.91316973,3.65808205,1.107819982,15.15503268,20.80619095,18.12168371,3.228411738,0.417877249,0.326315193,9.5788469,8.948427592,2.011477611,0.0568,0.0619,0.1184,0.4407,0.6344,0.8477,5.5602,6.1088,4.4051,1.7885,0.5847,3.9465,22.0109,30.7126,24.1314,8.9510,4.1517,11.5200,19.1182,23.7563,11.2963,3.7565,0.1972,1.3672,2.0814,5.0214,10.7043,18.2094,10.2695,0.1596,0.3997,0.9537,2.6667,5.5701,5.9312,0.106128278,0.024982583,0.024430434,1.234556445,1.803553412,2.375129003,2.121102795,0.389088838,4.274710122,1.479632633,2.048363644,5.528635151,0.65790166,0.080067414,0.147218585,0.056437742,0.476938376,1.843030634
s13,1.368915269,1.316288043,1.006744915,0.702646433,0.774712543,0.899829166,-0.361805277,0.699977116,0.877039687,0.581678808,-0.528793323,-0.39434427,-0.099284483,-1.060468585,-0.874851432,1.345259029,0.720430843,1.416896725,0.395547291,0.202746686,0.166576338,1.632643076,0.159475085,1.029124382,-0.395208855,0.12420989,0.37082332,0.027273582,0.422931839,0.192217199,-0.276771388,0.01384803,-0.260091279,-0.19025096,0.049343218,0.717237251,0.57962924,0.473254346,0.46423716,0.191655177,0.267959148,0.210137261,0.269125838,119154.1003,53518.22382,25146.25426,799521.74,2066763.748,85632.2469,1633.10502,74846.29934,870009.4444,269877.0648,1820044.379,27346.28549,52427.84546,1386332.022,281748.8913,1846460.502,5761.560947,17638.85972,455183.3189,268987.8225,61279.28805,0.071799275,21.78565918,0.745431361,13.59100293,2.760164045,4.748965301,0.252091708,0.03277918,0.064701648,0.040927868,0.167223596,5.814868727,0.041268966,0.005136311,0.061693237,0.039059758,5.909107135,0.008291473,0.05191045,3.263813518,9.013813518,84.47804637,3.231376418,40.69301924,31.05229403,148.1716823,1.99975333,442.0333004,143.8870252,380.2201529,3.714109521,175.5788111,32.95263937,183.6196349,22.99971125,0.458817585,53.02829712,17.22926442,2.066050675,25.17100989,0.195566511,0.295082032,0.02737713,0.555560403,0.183745064,0.906410076,0.666296482,0.069941081,0.023002342,0.057663514,0.231798323,0.025348387,0.109688985,2.683799601,0.062155307,0.816032825,40.0970187,1.337183282,111.068534,684.7392782,0.055441478,2.061551864,4.771675689,1.063742144,0.146027005,4.146736357,11.48096571,5.303602763,0.882795097,0.166374214,0.820708108,1.092116234,1.227789185,0.303328978,0.0531,0.1638,0.0736,0.2778,0.7905,0.8726,2.2670,4.4361,5.0834,2.0344,0.2615,3.1385,16.0874,24.1252,21.9565,8.7546,1.1500,6.1192,8.6615,11.3092,4.9874,2.1881,0.0673,0.3086,0.7714,1.8151,4.5091,6.7182,4.6416,0.0378,0.0868,0.1903,0.7654,1.4511,1.4996,0.048285766,0.017967027,0.009821843,0.752702867,0.693868541,0.587162653,1.177614136,0.375241516,3.377945003,1.208882815,1.208247868,3.912039942,0.798619981,0.063965991,0.146672851,0.042878792,0.290550445,1.354754541
s15,0.762507927,0.507553232,0.866076365,0.590912062,1.198007618,0.878277757,0.554229067,-0.070494648,0.170244532,-0.769621067,0.06170838,-0.151314449,-0.214461512,-0.145554321,-0.898822504,0.672240279,1.119238167,1.606588492,1.04025714,0.436758286,1.464705504,1.687671667,0.702925361,2.357205445,1.446272845,0.861778832,0.490993783,-0.058274249,-0.27777635,-0.491405905,-0.036952255,0.190640793,0.391440529,0.147000645,-0.176544255,-0.045762979,-0.108769517,0.127560888,-0.226641638,0.741753598,0.204520201,0.393722888,0.087424737,131706.6125,54754.67659,26121.87594,948852.6302,2341506.016,76751.5051,1296.522135,71408.09348,813292.4415,240049.8411,2052596.044,31935.71244,65681.2782,1166964.664,260021.1433,1971840.22,6035.754036,13995.57673,460931.4461,245043.5563,54042.39181,0.075966567,22.75654655,0.639709744,12.84165924,2.28739143,4.194774943,0.211841635,0.055008107,0.07845768,0.039439129,0.156188388,4.420486119,0.04087404,0.00478621,0.06260895,0.033202783,4.721943106,0.009538164,0.037225863,3.114735908,7.133821571,68.05503773,4.511318242,50.7879494,24.60585885,119.6181758,2.276520195,417.4806924,98.28328895,340.4604971,2.867842876,174.9641589,34.92731913,170.0206391,39.11475552,0.448810039,85.0105582,25.96607529,2.688706188,36.29138901,0.221762315,0.331245671,0.032268378,0.555337337,0.196854994,1.018657654,0.637424163,0.072836024,0.040219385,0.061242549,0.216650681,0.021215374,0.120812304,2.203993393,0.059170111,0.756559867,44.24967547,1.73102553,119.2915142,656.867959,0.15531122,3.751189217,8.326512398,1.150158716,0.317182684,4.985471776,14.1061416,6.287923817,1.596972903,0.316566223,0.530275567,1.790835902,2.326217969,0.739200442,0.0961,0.1086,0.1036,0.5008,0.6072,0.9389,2.8418,4.5731,3.6265,1.8040,0.3579,2.7523,14.6773,24.2683,21.8100,7.8825,2.0654,6.0068,8.8052,11.7238,4.8671,1.9166,0.0751,0.4891,0.8048,1.7572,4.0993,6.7418,5.3972,0.0294,0.0878,0.2325,0.7049,1.5368,1.4980,0.050830422,0.020030644,0.008985658,0.764742352,0.746874821,0.978655647,1.914972183,0.488106976,3.02070252,0.918418961,1.221735461,4.726185957,0.777843934,0.062640145,0.102922661,0.052283422,0.272683325,1.218742062
s16,1.442031924,1.690163436,0.90567555,0.363717565,-0.484967209,0.436554303,1.53575431,0.626037851,2.093866673,1.969355748,-0.082255718,0.087163985,-0.559803164,-0.332993772,-0.219735951,1.658110622,1.309628808,1.256549571,1.050387776,0.385645349,0.5648585,0.874884464,0.536375034,0.760913503,-0.212921252,0.526058084,0.37082332,0.488857236,0.106171133,0.564820118,-0.039137701,0.311153596,0.325267563,0.070550389,-0.713921423,0.606299625,0.523337231,0.327442512,-0.369363735,-0.600041279,0.205685758,0.115647412,0.229963178,102748.9792,38838.18496,21518.05422,690207.591,1744314.109,53535.5393,1443.619033,59268.38921,658503.1675,176224.6145,1740025.581,24446.97257,66742.08019,1252678.414,276405.2017,1507499.229,5754.041442,15658.86602,353932.5822,214446.1367,57917.6453,0.069682455,22.33797729,0.704566785,14.22036758,2.571296483,4.215468717,0.210748293,0.062966799,0.101464791,0.054209566,0.222768342,5.961444074,0.049375592,0.003058891,0.093215056,0.036046245,5.163931045,0.009104834,0.039913888,2.899041929,5.109508602,53.64911919,2.748738024,42.38291954,21.31544246,106.5350778,1.959513753,373.2488926,124.2467292,372.1559699,3.199649737,136.0681982,25.50973524,139.5990522,25.4606887,0.776818849,68.16535773,23.0095797,1.864417019,32.69413998,0.192596558,0.329903668,0.023576631,0.431296622,0.19278658,1.132118583,0.856419847,0.083095227,0.034790246,0.076884752,0.239719694,0.022988026,0.102822754,1.902314792,0.068709171,0.80287304,44.97195132,1.591611289,111.3535149,858.1591676,0.174878014,5.538772844,9.242869767,2.100905447,0.423690176,9.183394593,18.93518436,9.299988474,1.991854821,0.389418952,0.835367494,2.895521432,5.300347067,1.101315267,0.1058,0.3101,0.0943,0.4027,1.0352,1.2549,2.0472,6.1311,6.7588,4.6346,0.1506,1.5764,10.0003,30.6705,35.3522,16.2981,0.6385,4.1699,12.1267,20.1702,4.1893,4.3324,0.0209,0.3541,0.8053,1.4492,3.9949,10.0157,10.1610,0.0279,0.0586,0.1349,0.9512,2.7961,3.9520,0.057965938,0.020118886,0.020916997,0.957497905,0.745680814,1.116462745,1.716988559,0.45727039,4.625429752,1.370518302,1.764727126,6.350644989,1.05722922,0.105191691,0.145516136,0.082342617,0.446468812,2.029891226
s17,1.096977534,1.113076659,1.05537648,0.353779668,1.000193478,0.892575557,-0.051059521,0.410668775,0.306069812,0.228615664,-0.667844512,-0.807205966,-0.696759858,1.368880737,-0.395336504,0.387880679,0.126712406,1.042232075,-0.283852747,-0.417263676,-1.101272164,0.482221071,-1.357538488,-0.597911921,-2.192751164,-0.860334692,-0.010605888,-0.525837757,0.869805378,0.279713972,0.592742496,0.674821861,0.230908071,0.617769117,0.168177116,0.344989683,0.10349117,0.256093772,-0.12834645,0.769302545,0.566309905,0.358485523,0.193642162,123571.2844,44740.99803,24163.96222,826916.6281,1819124.114,58977.95462,1504.731816,71448.72809,779643.3137,172668.7011,1738541.743,21507.35858,55949.45599,1305221.529,229285.5526,1581925.5,6416.015632,14707.0803,425525.1791,213545.951,49799.21778,0.047417588,18.8661339,0.476428422,12.9114658,1.812834671,4.087003963,0.173428324,0.042991536,0.065646509,0.033955015,0.152228943,5.015693162,0.035193256,0.005196659,0.061815428,0.030679386,4.589547406,0.010226462,0.052078554,4.102507289,6.536676385,65.01854227,5.690495627,60.14215743,30.01166181,120.5241983,1.68548105,528.4458309,124.4149271,439.9802915,5.195102041,235.0895627,35.49072886,168.4759184,22.46869852,0.363636364,57.2138685,13.56140482,1.838175827,24.3550996,0.23582994,0.326421287,0.032466492,0.433946233,0.167138325,1.180655784,0.700323831,0.086233356,0.028367564,0.07448983,0.244308814,0.022558372,0.104376653,2.03098675,0.04821015,0.659499215,52.25752583,1.962033848,88.74806622,523.3349824,0.283002824,4.606484459,14.93504639,2.731104255,0.703838564,9.554874792,24.44417674,17.53098869,3.260871935,0.656262605,0.396775213,5.43016778,6.833266105,1.977542054,0.0748,0.1668,0.1663,0.5442,1.0206,1.2929,3.8885,6.1156,6.1834,2.8158,0.4783,3.9574,21.4185,34.1976,34.3911,12.0549,3.4038,10.3099,14.0949,22.1264,8.9315,4.4415,0.1869,0.9165,1.3903,3.7276,8.4724,13.8700,9.0110,0.0642,0.2221,0.4748,1.5327,3.2526,3.0582,0.063535597,0.012790069,0.013587441,0.790054765,1.037861993,1.178666667,1.437339175,0.40750931,4.41784885,1.680785688,1.722938299,5.885593282,0.950764513,0.112902519,0.210543994,0.057416575,0.361743702,2.142820007
s18,2.177930334,1.814285275,1.921776827,1.534107551,1.634648699,1.165384309,0.629901711,1.07526708,1.361608579,1.69392636,0.543843846,1.165354095,-0.119090503,1.187029073,-0.245097705,-2.795912514,-1.515711352,0.628684733,-1.945946971,-2.573503972,-1.726949139,0.235822498,-1.764488293,-0.675378865,-2.396892622,-1.594624291,0.505443688,-0.240888621,1.15074311,-0.175556972,-0.932949651,-0.183617215,0.091502299,-0.01261657,-0.281990308,0.24241893,-0.117970749,0.245290581,-0.354936089,-0.504230708,0.062212342,-0.15756993,0.007726505,90316.64304,28809.59545,17077.47157,602423.2042,1264102.757,31882.09142,1194.402187,51102.64152,430949.779,116323.4173,1711252.479,16222.7947,76652.98936,1179608.145,228699.8539,1493254.447,4918.358512,14175.91097,370297.6577,173431.6481,31145.71221,0.043620733,21.98091328,0.496516694,12.61548113,2.070020805,4.177166876,0.138178199,0.030478928,0.065097591,0.037572591,0.409285816,8.072710044,0.038766338,0.004695581,0.07520606,0.038342836,6.845056405,0.004565884,0.045963229,4.100619195,7.92244582,63.10356037,4.65371517,38.02260062,20.10464396,157.2404025,1.257120743,578.7611455,189.7637771,504.3275542,4.82120743,198.8272446,35.14117647,207.476161,26.30123625,0.256663264,51.01531133,16.18532381,1.35170693,34.9106272,0.183709986,0.256091815,0.028790213,0.374749207,0.158379257,1.058258029,0.678598843,0.080031339,0.025688059,0.099994177,0.240528107,0.020026363,0.086039777,1.960328426,0.044253339,0.855673077,55.22842237,2.046047408,120.1870808,601.2796877,0.165142478,5.665752154,10.29949636,2.436792578,0.337017893,9.037335984,16.17402253,6.649489728,1.022425447,0.129662028,0.778091451,2.941153082,3.132471836,0.537243207,0.0594,0.0724,0.1128,0.6386,0.5861,0.7503,3.7867,7.2086,4.9922,1.8382,0.5065,3.3700,22.5024,28.7212,19.2007,6.9554,2.8961,6.7418,9.3910,14.0610,7.2168,3.0412,0.1341,0.8785,1.4748,4.1732,8.9165,10.0088,6.2992,0.0897,0.2699,0.6274,1.5776,2.0684,1.8574,0.045996108,0.026393651,0.006768027,1.188846159,1.107540476,1.215597241,1.312126848,0.381557871,4.446898291,1.329952078,1.355627557,3.456155099,0.654979547,0.051655436,0.12393598,0.072247448,0.31160394,1.678685844
s19,-0.178826425,-0.97191379,-0.436400691,0.159803733,-1.950317622,-0.508345146,-1.908613474,-1.513732108,-1.706846768,0.759045671,-0.86220528,-1.059043677,-2.289901977,0.318417114,-2.56992224,0.869490508,1.076338047,-0.665496129,1.532291906,1.384723543,1.884712851,1.480387577,1.053516175,-0.696534157,1.879748609,1.44298895,0.307449104,-0.112011355,2.004500663,1.667416068,-0.310399121,0.714914992,-0.149681335,0.820335845,0.540950533,1.273367029,1.882253845,1.266875948,-1.506955995,0.951212419,1.963800845,2.100175929,1.619892009,81889.20391,30606.9897,15571.01516,543762.7489,1208526.555,48773.34495,1042.548818,43526.65052,454207.1864,134831.453,1257696.709,20406.05225,40083.9191,831038.1715,167647.6071,1081741.712,3652.129817,10018.274,247138.2614,167589.7321,36291.73464,0.105378396,35.98194456,1.270128953,19.19743662,4.066849236,7.941209535,0.352229724,0.072865537,0.138348769,0.076394926,0.341115418,10.14465592,0.084283763,0.008856151,0.126361919,0.055061732,8.455585258,0.014329972,0.067087797,5.54100445,8.827293918,119.8190295,5.893833439,93.13413859,54.70502225,278.5153634,3.627039627,894.9889807,233.4825175,735.3021827,6.64144946,316.815427,52.9544395,293.9207459,41.98421468,1.183241252,97.13509603,31.80202578,2.760589319,48.39147593,0.292991549,0.49570591,0.029173012,0.519738433,0.28098836,1.908788178,1.295945778,0.134423958,0.048238247,0.107290148,0.345880092,0.037940928,0.177707989,2.653564356,0.102198678,1.340987967,89.20205209,2.996711392,106.9948628,639.6255225,0.141873805,4.192617378,9.172190355,1.98155938,0.270830678,5.5523157,15.58234544,11.36360739,1.771393669,0.319386021,0.987879754,1.492394306,3.018036966,0.801274697,0.0525,0.0975,0.0753,0.4457,0.7409,1.0159,2.1941,6.1559,4.7746,2.4389,0.3084,2.2722,15.6593,40.7493,26.0195,12.0630,1.7760,5.2883,11.1610,13.6443,7.4100,2.3386,0.1010,0.4465,0.8340,2.6602,6.1493,9.4140,7.0099,0.0344,0.1028,0.2672,1.0399,1.5701,2.0567,0.073402016,0.027401939,0.026351631,1.128504763,1.006596447,1.17158874,1.797952326,0.52584569,5.790365345,1.976457729,2.105338212,7.587058155,1.29917982,0.109663261,0.219271018,0.111793764,0.480114595,2.61346956
s20,0.833739407,-0.02921727,0.607506841,0.600100991,-0.401802553,-0.281936154,-1.397124018,-1.442343708,-2.181746527,0.429046039,-1.113171915,-1.108827693,-2.769999746,-1.145078366,-1.923965693,-1.601896311,-0.065492662,-9.708262749,0.217058663,0.052585426,-0.016891732,0.546277691,-0.867581023,-3.182952677,0.022427138,0.001746051,-0.306136748,-0.415217319,0.862488601,0.037959041,0.495816583,-1.042000723,-0.177737335,-0.714806496,-0.165565207,-0.546912658,-0.435723331,-0.124243307,-0.189823362,-0.578569869,-0.774807431,-0.689319424,-0.710640478,140017.5654,40264.646,25486.979,836305.4156,1782926.818,47535.46995,1499.530319,76693.30471,699616.6073,178176.0446,2058333.481,26210.01967,110238.3627,1561550.336,283839.3887,1833835.302,7431.485661,16712.21787,498588.8261,225288.3296,51843.8732,0.042390335,18.61936478,0.45039331,11.78353135,1.884226396,3.195321467,0.121436313,0.053493803,0.096470005,0.03763142,0.267021119,5.260592585,0.033410382,0.00499886,0.081861336,0.026409979,4.399598891,0.00767625,0.02899339,2.791477437,4.273649628,38.6978452,3.21992463,38.92733597,19.31887139,119.5199536,1.355589912,360.4071891,106.1996328,308.2614745,3.379843463,166.7535994,23.5830515,111.4027442,27.21875883,0.348526227,71.97344383,19.17449854,1.075807515,26.80111122,0.158829787,0.221247556,0.025530179,0.287996337,0.127926833,0.857650456,0.561427994,0.065549055,0.02464838,0.081259473,0.195643393,0.015200534,0.065785001,1.256337555,0.034020243,0.61675338,50.02834542,1.845371504,75.2754924,551.5179944,0.671406736,10.79150063,20.24885365,6.208813254,1.16297287,19.56056553,51.37380588,33.11160544,4.438888586,1.060920356,0.595774879,12.15900158,13.2541214,3.690335171,0.0627,0.0548,0.1077,0.4909,1.0405,0.7751,2.9434,6.1864,5.9889,2.2332,0.3592,3.0721,16.6993,29.2017,25.7343,10.3751,1.6706,6.8613,13.3732,20.3413,13.7324,3.4418,0.2090,0.6455,1.5125,4.3159,10.8217,17.7299,9.0177,0.0520,0.2526,0.6793,2.1946,3.7724,4.2060,0.055557921,0.012383101,0.014182525,0.789189266,1.274735692,1.508175458,1.126286063,0.310545362,4.189450381,1.561264138,1.544935927,4.633468148,0.74537585,0.073316588,0.163475102,0.057544666,0.338155449,1.825694297
s21,1.136869249,0.339167932,0.529965196,0.335931931,-1.127414894,0.640846654,0.204760067,-0.147253511,0.580821448,0.238862051,-0.443724357,-2.602072466,-0.890120894,-0.374530441,-2.023713904,0.265946796,-0.166207178,0.717660203,-0.83180897,-1.021135698,-0.546042811,0.46563902,-0.511197686,-0.242263465,-1.32178068,-0.453249504,0.323512044,-0.141041197,0.615165473,0.012580282,-0.125750144,-0.347928913,0.392779386,-0.228545298,-0.273986905,0.30638137,-0.02928927,0.17713863,-0.529225091,0.119848315,0.183569328,-0.192906465,-0.255637003,131862.745,48038.84505,22954.95915,827514.6129,2165244.884,55096.17818,1341.564897,65988.39966,696647.4658,186495.4258,2233289.279,32008.93174,85573.47633,1482638.759,293293.5672,1957558.308,5651.690557,16561.94823,449649.07,258315.1565,60031.73346,0.039118951,16.57503266,0.457266262,8.682412588,1.790810687,4.020454403,0.144039726,0.02958949,0.052546657,0.034193058,0.273591864,5.722473868,0.049871354,0.003996837,0.053198892,0.036745118,5.001122451,0.00793869,0.034744803,2.956920667,5.046659953,59.70538212,2.884525008,36.94461229,24.78091082,121.1544142,2.052254672,477.5842005,141.6765134,394.0325613,3.43638805,173.7175786,31.94651449,175.9304017,17.41093586,0.331650894,38.60694006,13.63785489,1.747493866,23.37160883,0.160933379,0.263080257,0.017923199,0.307365898,0.097742394,1.098049551,0.615787887,0.079250384,0.024441761,0.067745257,0.19838951,0.018763142,0.078469219,1.345809862,0.037596437,0.729437997,41.4936558,1.522677883,108.237724,631.3583871,0.184553519,5.298647242,10.47813894,1.892961075,0.286054428,6.61457874,19.90176194,10.73976613,1.254060918,0.148838604,1.169456251,2.063987019,3.065203972,0.465669589,0.0311,0.0535,0.0858,0.4030,0.3451,0.7794,2.8933,4.6046,3.0064,1.4675,0.3592,3.4539,18.9967,25.8157,18.9519,6.4006,1.6572,5.2468,6.8608,10.4018,4.4915,1.9244,0.0943,0.4214,0.8448,2.3319,4.9352,6.6045,4.0809,0.0518,0.1274,0.2570,0.7329,1.3151,1.2703,0.030316141,0.017711854,0.007591961,0.770450674,0.615893049,0.737446054,1.024384072,0.330840776,4.210204792,1.253095289,1.315741209,3.898806511,0.756523916,0.081435343,0.156451534,0.057078483,0.246031228,1.465974955
s22,1.052839836,-0.294775543,0.742880785,1.006724423,0.336319933,0.301229892,0.502152769,1.100145967,-0.079777061,2.919164623,1.648111625,0.613002379,0.73671552,-0.376749083,0.245607946,0.574879487,0.627773089,0.556900983,0.774106857,0.408815287,0.851896358,1.087847419,0.746945251,0.287434783,0.757053795,0.9688499,1.195962182,0.771805918,1.110215402,1.212672846,1.380624656,-0.067733754,-0.122217263,0.020721228,-1.127387848,1.263954136,1.134979078,0.663187858,0.069658683,0.375785563,0.271587582,0.210516439,-0.04133594,93556.24167,31083.75578,18438.25601,534678.5756,1256912.37,38616.32629,1093.908821,52623.19601,448587.0614,126266.7533,1424705.995,20537.95754,52081.36973,995809.6915,187717.0445,1201511.082,4654.629725,10975.484,320839.3349,155435.181,29895.78461,0.073427852,26.93380493,0.82272046,15.99425394,2.835192734,5.96233739,0.232141358,0.040902824,0.103039386,0.049001858,0.365667526,9.557979138,0.071701337,0.003677837,0.091274504,0.04449973,7.884913974,0.014198789,0.048012709,12.55588332,17.59095379,160.8023599,11.58800393,100.8469354,54.84103573,459.3684038,5.324156014,1027.617175,424.7276303,1282.4451,13.97214028,587.056375,84.05801377,446.2012455,35.02201835,0.48733945,70.94996942,25.46507645,1.855657492,40.45626911,0.277405431,0.447032552,0.033538157,0.503893651,0.238172172,1.656522391,0.9787213,0.130750555,0.0341856,0.10329117,0.288774654,0.031155207,0.111728913,1.923994365,0.050305737,1.184910977,75.61883792,2.817247706,178.800259,984.8197797,0.228312109,8.110068247,16.31436009,2.652177584,0.551044818,12.93626961,29.12329557,11.93539717,2.389699571,0.366959826,1.07916696,4.721212974,3.740068951,1.028790544,0.0739,0.1565,0.0932,0.5765,0.9089,1.0078,3.8034,7.3930,6.7833,2.9902,0.4827,3.9066,25.0371,42.6023,35.0914,12.0094,3.3581,7.1183,13.4005,18.7073,11.2529,5.4872,0.0783,0.7718,1.6223,4.9557,9.3334,15.4620,9.4468,0.0633,0.2712,0.7221,1.6538,2.5465,2.8428,0.068632977,0.032336556,0.016511184,1.641620398,1.853292372,1.729681614,1.654044888,0.540387813,7.732777167,2.550195879,2.783687044,7.44622474,1.424386761,0.155900341,0.256508178,0.09152786,0.655646684,3.294650658
s23,1.056111843,0.625306214,0.704241114,0.302712221,-0.189666144,0.20042893,-0.756888617,-0.471234295,-0.305561935,0.683004276,-0.682309316,-0.524211877,-1.447256657,0.984100039,-2.147631489,0.430170393,0.002990521,0.7013393,0.529843105,0.422266805,-0.043594723,1.381347549,0.346420412,0.183687124,0.39554583,0.161303657,0.947377551,1.53737804,-0.333639593,-0.000434798,0.344614726,0.051990663,-0.150954429,-0.346044772,-0.184229751,-1.053360685,-0.825878175,-0.14904163,0.445202409,-0.070856741,0.134186024,-0.150917855,-0.257941188,146144.3743,57455.061,26371.68508,987013.2091,2189771.688,93380.15236,1452.949307,78704.19263,891127.2484,277775.7607,2036068.437,36873.94336,52120.14663,1376931.344,275486.9119,1915529.46,6857.600706,16551.237,479931.0662,280599.512,55348.01992,0.044862941,15.97944767,0.587023049,9.346403854,1.833544919,4.211837368,0.18722148,0.026933401,0.06464463,0.02926022,0.127029452,4.592298414,0.040226055,0.003197981,0.062012531,0.024053729,4.144676051,0.009871299,0.050529212,2.836605713,4.232324935,41.18007921,2.666217241,35.49608157,20.91657538,116.678436,1.617679279,282.9055364,84.678436,328.5538047,2.660234263,136.3545968,22.64481335,109.5103227,22.66416587,0.353771655,41.97046788,15.81032601,1.44632383,21.88459965,0.209510549,0.258589687,0.025879817,0.361146582,0.155537644,1.010889515,0.666903692,0.078868012,0.015693932,0.054425238,0.170298987,0.02162453,0.078497582,1.213056622,0.042912136,0.587062139,48.90362843,1.577342791,155.2611736,1430.535174,0.366776715,8.850763807,13.26252961,5.863260776,1.023762893,14.79089027,28.66666667,31.70977188,5.76613881,1.347453043,0.766866245,6.905452036,9.321936844,2.115680898,0.1347,0.1989,0.1528,0.4320,1.1719,0.9424,4.0713,5.1929,6.5270,3.0414,0.4784,4.6263,24.5639,29.4085,25.9708,11.8601,3.0469,12.7843,15.0551,17.7861,11.2151,4.1714,0.1523,0.7958,1.5456,2.9307,6.9867,13.5848,5.7511,0.0441,0.2008,0.5209,1.5782,2.8685,3.2860,0.062465519,0.014851027,0.010491707,0.731728006,0.982795514,0.835318466,0.968980901,0.368061203,4.691416253,2.223604109,1.707026255,4.934345512,1.093098753,0.132795035,0.173368284,0.075498834,0.529407075,2.464773057
